Collection ID;Collection Name;Collection Description;Style Name;Gender;Style Key;Style Description;Prompt;Preview Image;Variations
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Metallic lips and holographic eyes;g;makeup_metallic_holo;Makeup look featuring metallic lips and holographic eye shadow;While keeping exactly the same facial features make with metallic lips and holographic eye shadow.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_metallic_holo.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Pastel makeup with soft pink tones;g;makeup_pastel_soft;Makeup look featuring pastel eye makeup and soft pink lips;While keeping exactly the same facial features make with pastel eye makeup and soft pink lips.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_pastel_soft.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Berry lips and mauve tones;g;makeup_berry_mauve;Makeup look featuring berry lips and mauve blush with matching eyeshadow;While keeping exactly the same facial features make with berry lips and mauve blush with matching eyeshadow.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_berry_mauve.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Red gloss and winged eyeliner;g;makeup_red_winged;Makeup look featuring red glossy lips and dramatic winged eyeliner;While keeping exactly the same facial features make with red glossy lips and dramatic winged eyeliner.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_red_winged.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Fuchsia lips and bold lashes;g;makeup_fuchsia_lashes;Makeup look featuring fuchsia lips and voluminous eyelashes;While keeping exactly the same facial features make with fuchsia lips and voluminous eyelashes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_fuchsia_lashes.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Natural tones with freckles;g;makeup_natural_freckles;Makeup look featuring natural makeup with nude lips and freckles;While keeping exactly the same facial features make with natural makeup with nude lips .;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_natural_freckles.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Silver eyeliner and icy pink lips;g;makeup_silver_icy;Makeup look featuring silver eyeliner and icy pink lips;While keeping exactly the same facial features make with silver eyeliner and icy pink lips.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_silver_icy.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Copper shimmer and nude lips;g;makeup_copper_nude;Makeup look featuring copper eyeshadow and nude matte lips;While keeping exactly the same facial features make with copper eyeshadow and nude matte lips.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_copper_nude.jpg;1
womens_makeup_pack;Pack Maquillage Femme;20 styles de maquillage pour le visage féminin;Golden glow with highlight;g;makeup_golden_highlight;Makeup look featuring golden cheeks, highlighted skin and soft lips;While keeping exactly the same facial features make with golden cheeks, highlighted skin and soft lips.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_golden_highlight.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Venetian Mask;g;carnival_venetian_mask;Carnival costume: Venetian Mask;While keeping exactly the same facial features make with an ornate Venetian mask with gold details and feathers, clothes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_venetian_mask.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Feathered Masquerade;g;carnival_feathered;Carnival costume: Feathered Masquerade;While keeping exactly the same facial features make with a feathered masquerade costume with sparkling eyeshadow, carnaval clothes, venise background.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_feathered.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Glitter Carnival;g;carnival_glitter_carnival;Carnival costume: Glitter Carnival;While keeping exactly the same facial features make with a carnival outfit with shimmering glitter makeup and sequins.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_glitter_carnival.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Mysterious Cloak;g;carnival_mysterious_cloak;Carnival costume: Mysterious Cloak;While keeping exactly the same facial features make with a black masquerade cloak with silver embroidery and dark mask.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_mysterious_cloak.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Jester Costume;g;carnival_jester;Carnival costume: Jester Costume;While keeping exactly the same facial features make with a colorful jester costume with bells and checkered mask.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_jester.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Queen of Carnival;g;carnival_queen_carnival;Carnival costume: Queen of Carnival;While keeping exactly the same facial features make with a regal carnival dress with a crystal mask and elegant fan.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_queen_carnival.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Harlequin Style;g;carnival_harlequin;Carnival costume: Harlequin Style;While keeping exactly the same facial features make with a harlequin-patterned mask with bold geometric makeup.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_harlequin.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Fantasy Peacock;g;carnival_peacock;Carnival costume: Fantasy Peacock;While keeping exactly the same facial features make with a peacock-inspired costume with blue and green feathers.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_peacock.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Mystic Fire Mask;g;carnival_fire_mask;Carnival costume: Mystic Fire Mask;While keeping exactly the same facial features While keeping exactly the same facial features, make it with a fiery red and orange mask with flame-shaped patterns.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_fire_mask.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Icy Masquerade;g;carnival_ice_mask;Carnival costume: Icy Masquerade;While keeping exactly the same facial features make with an icy silver-blue costume with snowflake mask.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_ice_mask.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Moonlight Masquerade;g;carnival_moonlight;Carnival costume: Moonlight Masquerade;While keeping exactly the same facial features make with a moon-themed mask with silver tones and soft glow.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_moonlight.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Golden Angel;g;carnival_golden_angel;Carnival costume: Golden Angel;While keeping exactly the same facial features make with a white and gold costume with radiant mask and halo-like accessories.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_golden_angel.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Dark Phantom;g;carnival_dark_phantom;Carnival costume: Dark Phantom;While keeping exactly the same facial features, make it with a dark phantom mask keeping skin with half-face coverage and red velvet cloak.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_dark_phantom.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Rose Masque;g;carnival_rose_masque;Carnival costume: Rose Masque;While keeping exactly the same facial features, make it with a floral mask with red roses and elegant lace.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_rose_masque.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Butterfly Veil;g;carnival_butterfly_veil;Carnival costume: Butterfly Veil;While keeping exactly the same facial features, make it with a butterfly-shaped mask with colorful wings and sparkling gems.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_butterfly_veil.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Masquerade Pirate;g;carnival_pirate_mask;Carnival costume: Masquerade Pirate;While keeping exactly the same facial features, make it with a pirate-themed costume with feathered hat and leather mask.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_pirate_mask.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Crystal Shards;g;carnival_crystal_shards;Carnival costume: Crystal Shards;While keeping exactly the same facial features, make it with a mask with translucent crystal pieces and metallic accents.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_crystal_shards.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Sun God;g;carnival_sun_god;Carnival costume: Sun God;While keeping exactly the same facial features, make it with a bright golden mask with radiant sun rays and warm tones.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_sun_god.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Forest Spirit;g;carnival_forest_spirit;Carnival costume: Forest Spirit;While keeping exactly the same facial features, make it with a woodland-inspired mask with leaves, bark textures and green makeup.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_forest_spirit.jpg;1
carnival_costumes;Costumes de Carnaval & Mascarade;20 styles de masques et tenues inspirés des bals masqués et carnavals;Elegant Lace;g;carnival_elegant_lace;Carnival costume: Elegant Lace;While keeping exactly the same facial features, make it with a delicate lace masquerade mask with pearls and soft blush.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/carnival_elegant_lace.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Cabaret Années 30;g;themed_cabaret_30s;Ambiance cabaret années 30, Music-Hall festif;Garder exactement le visage de la personne. La personne est au premier plan, habillée dans le thème du décor. Décor : cabaret années 30, ambiance Music-Hall & fête, avec des personnes en arrière-plan en train de danser. Style photoréaliste.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_cabaret_30s.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Belle Époque;g;themed_belle_epoque;Élégance de la Belle Époque dans un bar festif;Garder exactement le visage et l'apparence de la personne, sans aucune modification. La personne doit être au premier plan, bien visible. Elle doit être habillée à la mode des années 30. Ambiance de bar festif des Années folles & Belle Époque. Des personnes en arrière-plan dansent et font la fête. Style photoréaliste.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_belle_epoque.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Bistro Chic;g;themed_bistro_chic;Intérieur bistro chic avec ambiance festive élégante;Garder exactement le visage de la personne. La personne est au premier plan, habillée dans le thème du décor. Décor: Intérieur Esprit bistro chic, avec un arrière-plan légèrement différent comprenant des tables, des lampes douces, et des gens en arrière-plan en train de danser ou discuter, ambiance festive et élégante. Style photoréaliste. La personne n'est pas en mode selfie. Pas d'autres modifications sur le visage.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_bistro_chic.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Bistro Élégant;g;themed_elegant_bistro;Ambiance bistro élégant avec atmosphère conviviale;Garder exactement le visage de la personne. La personne est au premier plan, habillée dans le thème du décor. Décor: Intérieur Esprit bistro chic, avec un arrière-plan légèrement différent comprenant des tables, des lampes douces, et des gens en arrière-plan en train de danser ou discuter, ambiance festive et élégante. Style photoréaliste. La personne n'est pas en mode selfie. Pas d'autres modifications sur le visage.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_elegant_bistro.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Superhéros Cartoon;g;themed_cartoon_superhero;Univers cartoon superhéros avec visage réaliste;Garder exactement le visage réel de la personne, avec un rendu très réaliste au niveau de la tête. Les gens déjà présents ne doivent pas être changés. Décor : univers cartoon / dessin animé sur le thème des superhéros. Toutes les personnes doivent être habillées selon le thème du décor, dans un style cartoon cohérent. Le corps et les vêtements sont en style cartoon, mais la tête reste réaliste et fidèle. Ambiance dynamique et colorée, comme une scène de dessin animé de superhéros.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_cartoon_superhero.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Retour vers le Futur;g;themed_back_to_future;Thème Retour vers le futur, style cartoon dynamique;Garder exactement le visage de la personne avec un rendu très réaliste. La personne est au premier plan et ne doit pas être modifiée, juste intégrée dans la scène. Les autres personnes visibles ne doivent pas être changées. Tout le décor et les vêtements doivent être dans le thème Retour vers le futur, avec une ambiance cartoon mais un visage réaliste. Les personnes en arrière-plan sont habillées dans le même thème. Style : cartoon dynamique pour le décor et les corps, mais tête réaliste fidèle à l'original.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_back_to_future.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Avatar Pandora;g;themed_avatar_pandora;Monde d'Avatar avec forêt bioluminescente magique;Garder exactement les visages des deux personnes sans aucune modification. Les deux personnes sont intégrées dans un décor inspiré du monde d'Avatar : forêt bioluminescente, lumières fluorescentes, ambiance magique et colorée. Les corps et les vêtements sont adaptés au thème Avatar (tenues inspirées du peuple Na'vi, couleurs et textures naturelles), mais les visages restent réalistes et identiques aux originaux. Style photoréaliste, couleurs vives, immersion totale. Les deux personnes sont cohérentes en taille et intégrées naturellement dans la scène.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_avatar_pandora.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Avengers;g;themed_avengers;Univers Avengers avec ambiance super-héros spectaculaire;Garder exactement les visages des deux personnes sans aucune modification. Les deux personnes doivent sembler très réalistes au niveau du visage, parfaitement intégrées. Elles sont habillées dans un style inspiré des Avengers, cohérent avec l'univers super-héros, tout en restant crédible et réaliste. Décor : ambiance Avengers, avec éléments technologiques, lumières dynamiques, énergie et couleurs vives, style spectaculaire mais réaliste. Les deux personnes gardent leur apparence réelle, proportions normales, niveau de réalisme élevé. Aucun changement sur leurs visages.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_avengers.jpg;1
themed_party;Soirée à Thème;Collection de styles pour soirées à thème;Carnaval de Rio;g;themed_rio_carnival;Ambiance carnavalesque de Rio avec costumes festifs;Garder exactement le visage et l'apparence des deux personnes. Les deux personnes sont au premier plan, habillées dans le thème Carnaval de Rio, avec des costumes colorés et festifs. Décor : ambiance carnavalesque, avec d'autres personnes en arrière-plan en train de danser et de célébrer, couleurs vives et lumières festives. Les deux personnes sont à la même taille que tout le monde et parfaitement intégrées dans le décor. Style photoréaliste ultra-détaillé, visages réalistes avec proportions naturelles, textures de peau et éclairage crédibles, rendu digne d'une véritable photographie.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/themed_rio_carnival.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Jazz;g;music_jazz;Style Jazz avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with jazz outfit clothes and hat.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_jazz.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Rock;g;music_rock;Style Rock avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with rock outfit clothes and leather jacket.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_rock.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Hip-hop;g;music_hiphop;Style Hip-hop avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with hip-hop outfit clothes and gold chain.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_hiphop.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Classical;g;music_classical;Style Classical avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with classical outfit clothes and violin.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_classical.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Pop;g;music_pop;Style Pop avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with pop outfit clothes and microphone.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_pop.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Punk;g;music_punk;Style Punk avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with punk outfit clothes and spiked hair.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_punk.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Metal;g;music_metal;Style Metal avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with metal outfit clothes and skull rings.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_metal.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Country;g;music_country;Style Country avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with country outfit clothes and cowboy hat.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_country.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Techno;g;music_techno;Style Techno avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with techno outfit clothes and neon glasses.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_techno.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Blues;g;music_blues;Style Blues avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with blues outfit clothes and harmonica.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_blues.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Disco;g;music_disco;Style Disco avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with disco outfit clothes and shiny jacket.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_disco.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Funk;g;music_funk;Style Funk avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with funk outfit clothes and hairstyle.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_funk.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style EDM;g;music_edm;Style EDM avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with EDM outfit clothes and LED accessories.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_edm.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style R&B;g;music_rnb;Style R&B avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with R&B outfit clothes and sunglasses.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_rnb.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style K-pop;g;music_kpop;Style K-pop avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with K-pop outfit clothes and stylish earrings.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_kpop.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Goth;g;music_goth;Style Goth avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with goth outfit clothes and dark makeup.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_goth.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Latin;g;music_latin;Style Latin avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with latin outfit clothes .;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_latin.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Folk;g;music_folk;Style Folk avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with folk outfit clothes and acoustic guitar.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_folk.jpg;1
music_styles_detailed;Styles Musicaux Détailés;20 styles vestimentaires inspirés de genres musicaux avec accessoires;Style Grunge;g;music_grunge;Style Grunge avec tenue et accessoires typiques;While keeping exactly the same facial features, make it with grunge outfit clothes and flannel shirt.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/music_grunge.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Green skin with tribal gold paint;g;makeup_green_tribal;Makeup style featuring green skin and golden tribal face paint;While keeping exactly the same facial features, make it with green skin and golden tribal face paint.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_green_tribal.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Silver metallic skin with glowing eyes;g;makeup_silver_glow;Makeup style featuring metallic silver skin and glowing eyes;While keeping exactly the same facial features, make it with metallic silver skin and glowing eyes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_silver_glow.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Blue galaxy skin with stars;g;makeup_blue_galaxy;Makeup style featuring blue skin and galaxy makeup with stars;While keeping exactly the same facial features, make it with blue skin and galaxy makeup with stars.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_blue_galaxy.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Black eyeliner and red teardrops;g;makeup_red_teardrops;Makeup style featuring artistic black eyeliner and red teardrops;While keeping exactly the same facial features, make it with artistic black eyeliner and red teardrops.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_red_teardrops.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Cracked porcelain effect;g;makeup_cracked_porcelain;Makeup style featuring cracked porcelain skin effect;While keeping exactly the same facial features, make it with cracked porcelain skin effect.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_cracked_porcelain.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Neon UV face paint;g;makeup_neon_uv;Makeup style featuring neon makeup and UV face paint;While keeping exactly the same facial features, make it with neon makeup and UV face paint.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_neon_uv.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Glitter cheeks and rainbow eyebrows;g;makeup_glitter_rainbow;Makeup style featuring glitter cheeks and rainbow eyebrows;While keeping exactly the same facial features, make it with glitter cheeks and rainbow eyebrows.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_glitter_rainbow.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Half skull painted face;g;makeup_half_skull;Makeup style featuring half face painted as a skull;While keeping exactly the same facial features, make it with half face painted as a skull.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_half_skull.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Purple skin with jewels;g;makeup_purple_jewels;Makeup style featuring purple skin and jewel accents;While keeping exactly the same facial features, make it with purple skin and jewel accents.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_purple_jewels.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Star freckles and sparkles;g;makeup_star_freckles;Makeup style featuring freckles made of stars and sparkles;While keeping exactly the same facial features, make it with freckles made of stars and sparkles.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_star_freckles.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Scarred and stitched skin;g;makeup_scarred_stitches;Makeup style featuring scarred skin and stitched effects;While keeping exactly the same facial features, make it with scarred skin and stitched effects.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_scarred_stitches.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Cybernetic glowing tattoos;g;makeup_cyber_tattoos;Makeup style featuring glowing cybernetic tattoos on face;While keeping exactly the same facial features, make it with glowing cybernetic tattoos on face.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_cyber_tattoos.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Cracked lava skin with glowing lines;g;makeup_lava_cracks;Makeup style featuring cracked lava texture and glowing lines;While keeping exactly the same facial features, make it with cracked lava texture and glowing lines.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_lava_cracks.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Frostbite and icy eyebrows;g;makeup_frostbite_ice;Makeup style featuring frostbite makeup and icy eyebrows;While keeping exactly the same facial features, make it with frostbite makeup and icy eyebrows.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_frostbite_ice.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Pastel clown makeup with hearts;g;makeup_pastel_clown;Makeup style featuring pastel clown makeup and heart-shaped blush;While keeping exactly the same facial features, make it with pastel clown makeup and heart-shaped blush.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_pastel_clown.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Vampire pale skin and gothic makeup;g;makeup_vampire_goth;Makeup style featuring vampire-inspired makeup and pale cold skin;While keeping exactly the same facial features, make it with vampire-inspired makeup and pale cold skin.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_vampire_goth.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Tribal red markings;g;makeup_tribal_red;Makeup style featuring tribal red markings and white face paint;While keeping exactly the same facial features, make it with tribal red markings and white face paint.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_tribal_red.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Underwater makeup with pearls;g;makeup_underwater_pearls;Makeup style featuring underwater makeup and pearl accents;While keeping exactly the same facial features, make it with underwater makeup and pearl accents.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_underwater_pearls.jpg;1
artistic_makeup;Maquillage Artistique et Effets de Peau;20 maquillages créatifs, fantasy et spéciaux;Half-robot face;g;makeup_half_robot;Makeup style featuring half-robot face and chrome effects;While keeping exactly the same facial features, make it with half-robot face and chrome effects.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/makeup_half_robot.jpg;1
